student_id,age,gender,socioeconomic_status,previous_gpa,attendance_rate,participation_score,assignment_completion,family_support,study_resources,study_hours_per_week,program_of_study,digital_literacy,previous_course_failures,extracurricular_hours,work_hours_per_week,distance_from_campus,final_grade,completed_course,first_generation_student_True
STU0022,-0.3229903415937034,2,2,0.5485517451621229,1.0194438345919856,-0.9230235591717288,-0.3971604266192533,2,"Textbooks, Tutoring",-0.15241852619396978,Biology,-0.8507111477895619,-0.5283969817818658,2.197924459055888,-0.8716396029430646,1.882409755094882,100,True,True
STU0023,0.07380368984819263,2,1,-0.7116590248197806,0.21673215381089447,-0.7071368654115306,-0.9525031147249999,0,Textbooks,-0.3022597827747501,Biology,1.5365426343587476,-0.5283969817818658,-1.1430131100689978,0.8315207154432971,-0.4602362302883992,98,True,False
STU0024,-1.1165784044774953,1,2,0.5785567634950254,0.21673215381089447,0.5342116237096111,-0.3067558029741323,1,Textbooks,-1.0214978143624953,Computer Science,1.1121419619768256,-0.5283969817818658,0.42434031742168915,-0.8716396029430646,-0.5305156098498978,97,True,True
STU0025,-0.7197843730355994,2,2,-0.8166765889849397,0.2836247938759855,-0.4372784982112825,-0.34550064167918404,2,"Textbooks, Online Resources",-0.2423232801424379,Economics,-0.32021030731215994,-0.5283969817818658,-1.1842592528977,-0.8716396029430646,-0.5070891499960649,95,True,True
STU0026,0.07380368984819263,1,1,-1.9118597581358798,0.35051743394107643,0.4802399502695611,0.668322637769679,0,"Textbooks, Online Resources, Study Group",-0.12245027487781358,Economics,0.9529917098336046,1.4286288766694888,0.3418480317642847,-0.8716396029430646,1.0624836602107337,97,True,True
STU0027,-1.1165784044774953,2,0,-1.7318296481384647,-0.6528721670352875,-0.16742013101103442,0.46168349800940106,0,Minimal,-0.5719740446201546,Computer Science,0.42249086935620306,1.4286288766694888,1.1667708883383308,1.0207607508195595,0.8984984412339037,86,True,False
STU0028,0.47059772129008864,2,0,0.023463924336329545,-0.8535500872305605,0.10243823618921369,1.1913779602878818,0,"Textbooks, Study Group",-0.27229153145859386,Data Science,1.6426428024542277,-0.5283969817818658,-0.8542901102680817,1.683100874636478,0.07857234634975545,96,True,True
STU0029,-0.7197843730355994,2,1,0.24850156183309793,-1.6562617680116516,0.5342116237096111,-0.6490018782020922,0,"Textbooks, Online Resources",-0.7817518038332468,Liberal Arts,0.10419036506976159,-0.5283969817818658,-0.5243209676384634,0.45304064469077227,-0.17911871204240562,86,True,True
STU0030,-0.3229903415937034,2,0,-0.9667016806494522,-1.1211206474909237,-0.3293351513311832,0.14526731525147535,2,Minimal,-1.0214978143624953,Liberal Arts,1.1651920460245655,-0.5283969817818658,-0.2768441106662497,2.061580945389003,-0.4602362302883992,95,True,False
STU0031,-0.7197843730355994,0,2,0.6535693093272813,0.1498395137458035,-1.030966906051828,0.435853605539366,0,"Textbooks, Online Resources",-0.5120375419878425,Business,1.6426428024542277,-0.5283969817818658,-1.1017669672402954,-0.8716396029430646,3.9439382222321693,100,True,False
STU0032,2.0577738470576725,1,1,-1.7618346664713673,0.35051743394107643,-0.5452218450913814,-1.036450265252613,0,"Textbooks, Online Resources",-0.931593060414027,Economics,0.6877412895949035,-0.5283969817818658,0.25935574610688017,-0.8716396029430646,-1.1630300259033837,94,True,False
STU0033,-0.3229903415937034,0,0,-0.09655614899528044,-1.7900470481418331,1.3437867253103553,1.4173895194006856,0,"Textbooks, Online Resources",-1.1114025683109634,Economics,0.10419036506976159,1.4286288766694888,-1.1842592528977,1.3992408215720844,-0.6242214492652289,96,True,False
STU0034,-1.1165784044774953,2,0,-1.2967568823113789,-1.0542280074258328,0.1564099096292636,0.18401215395652798,1,Online Resources,-1.3511485788402118,Mathematics,0.7938414576903846,3.3856547351208435,-0.48307482480976116,-0.20929947912614622,-0.015133493065575892,87,True,True
STU0035,0.8673917527319847,0,2,-0.7116590248197806,-0.6528721670352875,-0.8690518857316794,0.9137066162350087,1,Textbooks,0.08732748433527857,Chemistry,-0.32021030731215994,1.4286288766694888,2.2804167447132926,2.62930105151779,-1.233309405464882,98,True,True
STU0036,-1.1165784044774953,1,1,0.023463924336329545,-0.6528721670352875,0.4802399502695611,0.14526731525147535,2,Textbooks,-0.5420057933039985,Psychology,1.6426428024542277,1.4286288766694888,-0.11185953935144057,0.8315207154432971,-0.7647802083882258,94,True,True
STU0037,0.07380368984819263,1,1,-0.9216941531500981,-1.2549059276211056,0.5342116237096111,-2.728308222039887,2,"Textbooks, Online Resources, Tutoring",1.1062480290845844,Psychology,0.2633406172129826,1.4286288766694888,-1.0605208244115931,-0.30391949681427743,3.0068798280788567,96,True,False
STU0038,-1.1165784044774953,2,2,-0.42661135065720723,-0.7197648071003785,0.5881832971496604,1.1590905947003385,1,Textbooks,-0.48206929067168625,Computer Science,-0.21411013921667943,1.4286288766694888,-0.9780285387541887,-0.8716396029430646,0.7813661419647396,92,True,False
STU0039,-1.1165784044774953,0,1,1.028632038488562,-0.4521942468400146,-1.030966906051828,-0.5392248352044444,1,"Textbooks, Online Resources",0.08732748433527857,Mathematics,-0.8507111477895619,-0.5283969817818658,-1.1430131100689978,-0.8716396029430646,-0.7647802083882258,97,True,True
STU0040,0.07380368984819263,0,1,-0.6216439698210737,0.8856585544618035,-0.7071368654115306,1.3011550032855297,0,Textbooks,-0.6918470498847786,Chemistry,1.2182421300723056,1.4286288766694888,0.3418480317642847,2.061580945389003,-0.7882066682420587,90,True,True
STU0041,0.8673917527319847,0,2,0.8486019284911471,-1.4555838478163785,-0.7071368654115306,0.09360753031140609,0,"Textbooks, Online Resources",-0.18238677751012575,Psychology,0.9529917098336046,-0.5283969817818658,-1.0605208244115931,-0.8716396029430646,-1.1630300259033837,100,True,False
STU0042,0.07380368984819263,1,2,-1.2067418273126718,0.2836247938759855,-0.3293351513311832,1.0880583904077432,1,"Textbooks, Study Group",-1.3511485788402118,Economics,-0.4793605594553804,-0.5283969817818658,0.7130633172226052,2.4400610161415277,-0.6710743689728946,96,True,True
STU0043,-0.3229903415937034,1,0,0.5335492359956713,-2.592758728922924,0.6421549705897099,1.7079758096885764,2,"Textbooks, Online Resources",-0.5120375419878425,Liberal Arts,0.6877412895949035,-0.5283969817818658,-0.1531056821801427,0.45304064469077227,0.2659840251804179,100,True,False
STU0044,-0.3229903415937034,0,1,1.4937098226485506,-0.18462368657965142,0.3722966033894618,-0.43590526532430596,1,Textbooks,-0.8416883064655589,Liberal Arts,-1.5403622404101844,1.4286288766694888,-1.1842592528977,-0.8716396029430646,0.0551458864959225,98,True,True
STU0045,-1.1165784044774953,1,2,-2.616977688959088,1.2201217547872585,0.4802399502695611,-0.0032545664512241314,2,Online Resources,0.9564067725038042,Chemistry,0.2633406172129826,1.4286288766694888,-1.1842592528977,-0.8716396029430646,-0.6476479091190618,100,True,False
STU0046,-1.1165784044774953,1,0,-0.8616841164842931,-2.659651368988015,1.5057017456305037,0.345448981894245,1,"Textbooks, Online Resources",-0.0025772696131895357,Psychology,0.5285910374516836,-0.5283969817818658,-0.8955362530967841,-0.020059443749883794,-0.9756183470727211,93,True,False
STU0047,-0.7197843730355994,0,1,0.5785567634950254,-0.25151632664474166,0.8040699909098591,0.17109720772151044,0,Minimal,0.7466290132907121,Chemistry,1.6426428024542277,-0.5283969817818658,-0.4418286819810588,0.35842062700264105,-0.4836626901422321,100,True,True
STU0048,1.2641857841738806,1,0,-0.23157873149334132,0.9525511945268945,-0.11344845757098451,-1.3141216093054862,2,"Textbooks, Study Group",1.2860575369815206,Data Science,-0.7446109796940814,1.4286288766694888,1.2905093168244375,1.210000786195822,-0.5070891499960649,97,True,True
STU0049,0.47059772129008864,0,2,0.36852163516470793,0.9525511945268945,-1.246853599812027,0.39065129371680596,0,Online Resources,-0.6019422959363105,Data Science,-1.3281619042192234,1.4286288766694888,0.17686346044947554,1.683100874636478,0.5705280032802447,100,True,True
STU0050,-1.1165784044774953,0,1,-0.6516489881539762,-1.723154408076742,-0.7071368654115306,0.12589489589894948,1,Textbooks,-0.032545520929345484,Mathematics,-0.903761231837302,-0.5283969817818658,0.46558646025039163,1.0207607508195595,-0.10883933248090702,84,True,True
STU0051,0.07380368984819263,2,0,0.06847145183568296,0.21673215381089447,-0.22139180445108386,0.38419382059929674,2,"Textbooks, Tutoring",-0.9915295630463392,Computer Science,-1.381211988266964,-0.5283969817818658,-0.5655671104671657,0.6422806800670346,-0.22597163175007107,100,True,True
STU0052,-0.7197843730355994,0,2,-0.1865712039939879,-0.11773104651456043,0.9659850112300075,1.2688676376979862,2,Online Resources,0.23716874091605883,Psychology,1.4834925503110066,-0.5283969817818658,-1.1430131100689978,1.8723409100127404,1.2030424193337304,100,True,False
STU0053,-1.1165784044774953,1,2,1.2086621484859772,-1.4555838478163785,-0.005505110690885174,-0.04845687827378508,2,"Textbooks, Tutoring",0.4169782488129953,Psychology,1.6426428024542277,-0.5283969817818658,0.3006018889355823,0.16918059162637863,1.8589832952410492,100,True,True
STU0054,0.47059772129008864,2,2,0.24850156183309793,-1.0542280074258328,-0.6531651919714807,-0.8620984910798786,0,"Textbooks, Online Resources",0.14726398696759072,Business,0.3694407853084626,-0.5283969817818658,-0.23559796783754736,1.4938608392602155,0.0551458864959225,86,True,False
STU0055,1.2641857841738806,0,2,0.3385166168318054,-0.31840896670983265,-0.76110853885158,1.7660930677461548,1,Minimal,-0.6019422959363105,Economics,1.3243422981677866,-0.5283969817818658,-0.7305516817819748,-0.8716396029430646,0.07857234634975545,100,True,True
STU0056,0.8673917527319847,2,2,-0.4566163689901097,0.4174100740061674,-0.005505110690885174,-2.1794230070516494,0,Online Resources,2.3049780817308267,Economics,0.21029053316524207,1.4286288766694888,-0.23559796783754736,0.2638006093145098,-0.41338331058073374,92,True,False
STU0057,-1.1165784044774953,1,2,-0.5316289148223663,0.08294687368071252,1.0199566846700578,0.9589089280575697,2,"Textbooks, Online Resources, Study Group",-0.12245027487781358,Psychology,-0.05495988707345892,-0.5283969817818658,-0.8130439674393793,0.9261407331314283,-0.9287654273650555,100,True,False
STU0058,-0.3229903415937034,0,2,-0.4716188781565613,-1.3886912077512876,1.667616765950653,0.09360753031140609,0,"Textbooks, Online Resources, Study Group",4.792342940971779,Data Science,-0.32021030731215994,-0.5283969817818658,-0.8130439674393793,0.35842062700264105,0.6876603025494087,96,True,False
STU0059,0.07380368984819263,1,0,0.3985266534976104,-2.592758728922924,-0.16742013101103442,1.172005540935356,2,Textbooks,-0.9915295630463392,Computer Science,-0.26716022326441946,-0.5283969817818658,0.09437117479207088,-0.8716396029430646,0.4065427843034147,100,True,False
STU0060,0.8673917527319847,2,1,-0.4566163689901097,0.08294687368071252,-0.005505110690885174,1.1009733366427608,0,"Textbooks, Online Resources",0.5068830027614634,Engineering,-1.5934123244579246,1.4286288766694888,0.25935574610688017,0.45304064469077227,-0.34310393101923514,98,True,False
STU0061,-0.7197843730355994,0,1,0.27850658016600044,0.2836247938759855,-1.246853599812027,-1.0170778459000869,1,Textbooks,0.9863750238199601,Chemistry,0.31639070126072255,1.4286288766694888,-1.1430131100689978,-0.8716396029430646,-0.08541287262707428,88,True,True
STU0062,-0.3229903415937034,2,0,1.9287825884756362,1.1532291147221674,1.667616765950653,0.5456306485370137,0,"Textbooks, Online Resources",-0.9615613117301831,Engineering,-0.0019098030257184368,-0.5283969817818658,-0.48307482480976116,0.16918059162637863,1.0859101200645664,100,True,False
STU0063,-1.1165784044774953,2,2,0.8936094559905012,-2.1914028885323784,-1.4627402935722251,-0.5973420932620225,0,"Textbooks, Online Resources, Tutoring",-0.39216453672321816,Biology,0.8468915417381245,-0.5283969817818658,-0.6480593961245703,1.7777208923246093,1.3904540981643931,92,True,True
STU0064,-1.1165784044774953,0,1,-0.3666013139914022,-1.0542280074258328,1.289815051870306,-1.8823792436462499,0,Online Resources,-1.1713390709432756,Data Science,0.15724044911750207,-0.5283969817818658,1.8267091735975673,-0.20929947912614622,-1.4207210842955447,90,True,False
STU0065,0.8673917527319847,2,2,1.2386671668188796,0.8187659143967125,-0.3293351513311832,-1.2947491899529604,0,"Textbooks, Online Resources, Tutoring",1.345994039613833,Business,-0.10800997112119894,-0.5283969817818658,0.6305710315652006,-0.20929947912614622,-0.8116331280958915,100,True,False
STU0066,1.6609798156157767,1,1,-0.4566163689901097,0.8856585544618035,-0.5991935185314313,0.3777363474817884,1,"Textbooks, Online Resources, Tutoring",-0.2423232801424379,Liberal Arts,-0.8507111477895619,1.4286288766694888,0.46558646025039163,-0.8716396029430646,-0.3665303908730681,100,True,False
STU0067,-0.3229903415937034,2,2,-2.1669024139655506,1.4876923150476216,-1.1389102529319275,0.9266215624700262,2,"Textbooks, Tutoring, Study Group",-0.8416883064655589,Mathematics,0.10419036506976159,-0.5283969817818658,-0.7305516817819748,2.534681033829659,-1.0458977266342195,96,True,True
STU0068,1.2641857841738806,1,0,-1.0867217539810619,-2.057617608402197,1.667616765950653,0.5779180141245571,2,"Textbooks, Online Resources, Study Group",1.016343275136116,Mathematics,0.8468915417381245,-0.5283969817818658,-0.9780285387541887,1.3992408215720844,-0.06198641277324156,92,True,False
STU0069,0.47059772129008864,1,2,-1.986872303968136,0.5511953541363493,0.2643532565093629,-0.7394065018472137,2,"Textbooks, Online Resources",-0.15241852619396978,Data Science,-1.169011652076003,-0.5283969817818658,-0.8542901102680817,-0.8716396029430646,-0.7647802083882258,100,True,True
STU0070,-0.7197843730355994,2,1,-0.3966063323243047,0.35051743394107643,0.048466562749164256,-1.3593239211280472,1,Textbooks,0.806565515923024,Biology,0.15724044911750207,-0.5283969817818658,1.1255247455096282,-0.8716396029430646,-0.03855995291940862,99,True,False
STU0071,0.47059772129008864,1,2,-0.0065410939965729505,1.3539070349174405,1.0199566846700578,-1.1203974157802257,1,"Textbooks, Tutoring, Study Group",0.297105243548371,Mathematics,0.31639070126072255,-0.5283969817818658,-1.0192746815828908,-0.8716396029430646,-0.741353748534393,100,True,False
STU0072,1.6609798156157767,0,1,1.7337499693117704,-1.723154408076742,-0.6531651919714807,0.7587272614148001,0,Textbooks,-0.9016248090978711,Chemistry,-0.6915608956463414,-0.5283969817818658,2.7753704586577204,-0.8716396029430646,-0.7179272886805602,100,True,False
STU0073,-0.3229903415937034,1,2,0.3235141076653545,-0.25151632664474166,0.048466562749164256,1.5271665623983335,1,Textbooks,-0.6019422959363105,Mathematics,-0.5854607275508609,-0.5283969817818658,-0.19435182500884504,-0.8716396029430646,-0.03855995291940862,100,True,False
STU0074,1.6609798156157767,1,1,-0.24658124065979292,0.6180879942014403,0.10243823618921369,1.2494952183454604,2,Online Resources,-0.8117200551494028,Psychology,0.31639070126072255,-0.5283969817818658,2.569139744514209,-0.020059443749883794,0.7579396821109069,100,True,True
STU0075,-1.1165784044774953,1,1,0.8486019284911471,0.5511953541363493,-0.49125017165133195,0.9911962936451131,1,Textbooks,-1.0214978143624953,Data Science,-1.169011652076003,1.4286288766694888,1.1667708883383308,-0.8716396029430646,0.3362634047419163,100,True,False
STU0076,0.8673917527319847,0,1,-2.3469325239629657,-0.3853016067749236,1.3437867253103553,0.17755468083901876,2,"Textbooks, Online Resources, Tutoring",-1.2612438248917437,Biology,0.42249086935620306,-0.5283969817818658,-1.1842592528977,-0.39853951450240865,-0.34310393101923514,90,True,True
STU0077,0.07380368984819263,0,2,0.21849654350019543,1.0194438345919856,-0.16742013101103442,1.6369436053959812,1,"Textbooks, Online Resources",2.7545018514731674,Computer Science,-0.903761231837302,1.4286288766694888,-0.8130439674393793,-0.8716396029430646,-1.3035887850263805,100,True,True
STU0078,-0.3229903415937034,0,1,0.7885918918253428,-1.990724968337106,-1.624655313892374,-1.6240803189459028,1,"Textbooks, Tutoring",0.14726398696759072,Liberal Arts,1.1651920460245655,-0.5283969817818658,0.09437117479207088,0.35842062700264105,-0.741353748534393,93,True,True
STU0079,0.07380368984819263,2,2,-1.5818045564739527,-1.9238323282720151,-0.2753634778911333,0.5327157023019962,2,Textbooks,0.297105243548371,Data Science,1.6426428024542277,-0.5283969817818658,-0.7305516817819748,-0.8716396029430646,-0.8116331280958915,94,True,True
STU0080,-1.1165784044774953,0,0,1.1786571301530746,0.2836247938759855,0.31832492994941236,0.9782813474100955,2,"Textbooks, Online Resources, Tutoring",1.1961527830330527,Chemistry,-0.8507111477895619,-0.5283969817818658,0.383094174592987,-0.5877795498786711,0.500248623718746,100,True,False
STU0081,-0.3229903415937034,1,0,0.3385166168318054,-0.050838406449469443,-0.9230235591717288,-1.5336756953007813,1,"Textbooks, Online Resources",-0.6319105472524665,Chemistry,0.6346912055471636,-0.5283969817818658,4.0952470291761935,0.5476606623789034,-0.17911871204240562,100,True,False
STU0082,0.47059772129008864,0,1,-0.4566163689901097,0.7518732743316215,-0.8150802122916295,0.06132016472386268,1,Minimal,-1.1114025683109634,Liberal Arts,-0.7446109796940814,1.4286288766694888,2.2391706018845903,-0.8716396029430646,-0.13226579233473995,98,True,True
STU0083,1.6609798156157767,0,2,0.6385668001608303,0.1498395137458035,-0.5452218450913814,-0.13240402880139776,0,"Textbooks, Online Resources",0.6866925106583996,Economics,1.1651920460245655,1.4286288766694888,-0.7305516817819748,0.5476606623789034,-0.9053389675112228,95,True,True
STU0084,-0.7197843730355994,1,1,1.9287825884756362,-0.7197648071003785,1.3437867253103553,-0.20343623309399286,2,"Textbooks, Online Resources",-1.0514660656786514,Engineering,-1.2751118201714835,-0.5283969817818658,3.022847315629934,0.07456057393824742,1.4607334777258913,100,True,False
STU0085,-1.1165784044774953,2,2,0.17348901600084202,1.2870143948523494,-0.49125017165133195,-1.2882917168354515,0,"Textbooks, Study Group",0.6567242593422437,Chemistry,0.5816411214994236,-0.5283969817818658,-0.6480593961245703,-0.8716396029430646,-0.13226579233473995,100,True,False
STU0086,-0.7197843730355994,0,2,0.233499052666647,-0.050838406449469443,1.6136450925106034,1.423846992518195,1,"Textbooks, Online Resources",-1.2013073222594317,Computer Science,-0.8507111477895619,3.3856547351208435,-0.4005825391523565,1.9669609277008717,-0.9287654273650555,88,True,False
STU0087,0.8673917527319847,2,0,-0.5016238964894638,-0.3853016067749236,-0.5991935185314313,-0.22280865244651873,2,"Textbooks, Tutoring",-1.0814343169948073,Economics,-0.16106005516893943,1.4286288766694888,0.21810960327817785,1.8723409100127404,-0.9053389675112228,96,True,True
STU0088,0.07380368984819263,2,2,-0.9066916439836471,1.6214775951778035,0.4262682768295117,-0.7523214480822308,1,Textbooks,-0.6918470498847786,Computer Science,-1.0629114839805225,-0.5283969817818658,-0.1531056821801427,1.210000786195822,0.008292966788257047,100,True,False
STU0089,-0.7197843730355994,2,2,0.8486019284911471,-1.5224764878814696,-0.4372784982112825,-0.44882021155932256,2,"Textbooks, Online Resources",0.5967877567099316,Economics,0.8999416257858646,-0.5283969817818658,2.074186030569781,-0.8716396029430646,-0.9521918872188884,100,True,False
STU0090,0.47059772129008864,1,1,-0.9216941531500981,-0.18462368657965142,0.8580416643499086,0.029032799136319273,1,"Textbooks, Online Resources, Tutoring",2.035263819885422,Biology,-0.8507111477895619,-0.5283969817818658,2.7753704586577204,0.16918059162637863,-0.8116331280958915,100,True,True
STU0091,0.07380368984819263,2,1,0.053468942669232036,0.5511953541363493,-1.1389102529319275,0.803929573237361,0,Minimal,0.297105243548371,Liberal Arts,0.6346912055471636,-0.5283969817818658,0.383094174592987,2.3454409984533964,-1.0693241864880525,96,True,False
STU0092,0.8673917527319847,2,2,-0.5166264056559147,-0.25151632664474166,0.8580416643499086,0.8749617775299571,0,"Textbooks, Online Resources, Study Group",-0.6618787985686226,Chemistry,-0.32021030731215994,-0.5283969817818658,-1.1017669672402954,-0.8716396029430646,0.4768221638649133,100,True,True
STU0093,-1.1165784044774953,1,0,0.4885417084963179,-0.8535500872305605,0.1564099096292636,1.0428560785851824,0,"Textbooks, Online Resources, Tutoring",0.9264385211876482,Economics,-0.05495988707345892,-0.5283969817818658,2.2391706018845903,-0.8716396029430646,-0.9521918872188884,97,True,True
STU0094,-0.3229903415937034,2,1,0.3235141076653545,0.7518732743316215,-0.6531651919714807,1.630486132278472,2,Textbooks,-1.2013073222594317,Engineering,0.21029053316524207,-0.5283969817818658,-0.23559796783754736,0.45304064469077227,1.7887039156795508,100,True,True
STU0095,-0.7197843730355994,2,1,1.073639565987916,-0.5859795269701965,-0.11344845757098451,0.6554076915346615,2,Minimal,-0.871656557781715,Liberal Arts,-0.7446109796940814,-0.5283969817818658,-1.1430131100689978,2.62930105151779,0.14885172591125384,100,True,False
STU0096,-1.1165784044774953,1,0,-0.5616339331552688,0.9525511945268945,1.667616765950653,1.449676884988229,2,"Textbooks, Study Group",-0.0625137722455017,Engineering,0.2633406172129826,1.4286288766694888,-1.1430131100689978,0.2638006093145098,-1.0693241864880525,100,True,True
STU0097,0.07380368984819263,1,1,-0.3065912773255979,-1.5224764878814696,0.210381583069313,-0.27446843738658894,0,"Textbooks, Online Resources, Tutoring",0.7166607619745555,Engineering,1.6426428024542277,-0.5283969817818658,-0.9780285387541887,0.35842062700264105,0.31283694488808356,92,True,True
STU0098,0.07380368984819263,0,2,-1.0567167356481597,0.35051743394107643,-0.7071368654115306,-0.06782929762631094,2,"Textbooks, Online Resources",-0.332228034090906,Data Science,-0.7976610637418214,-0.5283969817818658,-0.318090253494952,-0.8716396029430646,1.4607334777258913,98,True,True
STU0099,0.07380368984819263,0,2,-0.4866213873230122,-0.6528721670352875,-1.246853599812027,0.04194774537133682,1,Online Resources,-0.4221327880393741,Biology,1.2712922141200464,-0.5283969817818658,2.0329398877410787,1.3992408215720844,-0.3899568507269008,94,True,True
